Month,province,hotspot_count,NDVI,NDMI
2023-01,Uttaradit,189.66666666666669,0.621509143247018,0.12052409617402032
2023-02,Chiang Mai,1852.5764705882348,0.6316553317462916,0.10563986947720864
2023-02,Mae Hong Son,1136.1568627450984,0.6465788357743987,0.11422648538085267
2023-02,Nan,2905.4980392156867,0.6493227208373291,0.1281690926450687
2023-02,Uttaradit,1007.0901960784314,0.5750748378917973,0.05396269095379389
2023-03,Chiang Mai,3288.627450980392,0.6189229589469118,0.09217698168419582
2023-03,Mae Hong Son,5199.227450980393,0.5842677347392886,0.07522190565995994
2023-03,Nan,3408.733333333336,0.6025199705370429,0.10489636980790565
2023-03,Uttaradit,1531.082352941176,0.5255347065490071,0.025611946445137947
2023-04,Chiang Mai,3231.6117647058827,0.6210727350417771,0.10314766384713232
2023-04,Mae Hong Son,2208.5019607843137,0.5911556404239996,0.07542512586944639
2023-04,Nan,4230.831372549021,0.5989624209137355,0.0968104284595826
2023-04,Uttaradit,556.9254901960786,0.5103904571300516,0.01656677083435894
2023-05,Chiang Mai,341.63921568627455,0.5836928866249537,0.1885687997776012
2023-05,Mae Hong Son,87.40392156862744,0.5446131688045605,0.1758857357248988
2023-05,Nan,596.2862745098039,0.5820016795000258,0.16775333307918358
2023-05,Uttaradit,127.99215686274509,0.5151791352714747,0.1263377573460124
2023-06,Chiang Mai,31.0,0.4975790600695992,0.21215020293505105
2023-06,Mae Hong Son,0.0,0.33056181722900535,0.20658364089545603
2023-06,Nan,0.0,0.46107690812694957,0.19779608261051415
2023-06,Uttaradit,29.0,0.5014453063971792,0.1666533084810937
2023-07,Chiang Mai,0.0,0.44448998593345007,0.2235941012953131
2023-07,Mae Hong Son,0.0,0.32325968956033374,0.21509276167436245
2023-07,Nan,0.0,0.5496949414721506,0.24928115392521155
2023-07,Uttaradit,0.0,0.555103386790334,0.23283571600501998
2023-08,Chiang Mai,0.0,0.39696214669069696,0.20443078902454692
2023-08,Mae Hong Son,0.0,0.30067249581919137,0.20553426683854714
2023-08,Nan,0.0,0.48419132124851766,0.22202308694466752
2023-08,Uttaradit,12.0,0.565534930265159,0.22566410128539663
2023-09,Chiang Mai,0.0,0.5277001081832976,0.23272041037065344
2023-09,Mae Hong Son,0.0,0.480482038689919,0.24584069821933868
2023-09,Nan,0.0,0.5636573024913952,0.2551739934366841
2023-09,Uttaradit,6.0,0.5168992367964211,0.24320798679447275
2023-10,Chiang Mai,4.0,0.5453344553817191,0.23080185911899215
2023-10,Mae Hong Son,8.0,0.5715192759325025,0.247970089455502
2023-10,Nan,0.0,0.6731824778699138,0.26548372653921437
2023-10,Uttaradit,20.0,0.7045145120189479,0.26449183285706696
2023-11,Chiang Mai,31.0,0.7215828483780583,0.24532975353020298
2023-11,Mae Hong Son,5.0,0.7819976830864892,0.272015706913396
2023-11,Nan,40.101960784313725,0.7857025931073319,0.2677824662673783
2023-11,Uttaradit,146.86274509803923,0.7472174387663048,0.24519882649798952
2023-12,Chiang Mai,41.29803921568627,0.7378776524173162,0.21565056473476613
2023-12,Mae Hong Son,38.85490196078432,0.7884466647576556,0.24725054956687686
2023-12,Nan,93.05098039215686,0.7682566531262062,0.2359028928526417
2023-12,Uttaradit,238.01176470588234,0.6826647221140809,0.17988876907385692
2024-01,Chiang Mai,105.1764705882353,0.7099194488880518,0.18739210905765097
2024-01,Mae Hong Son,21.066666666666666,0.7457384684589473,0.2107601055851186
2024-01,Nan,210.8196078431372,0.7009194977287303,0.18813316779591105
2024-01,Uttaradit,50.0,0.6429177174226877,0.1341746270788556
2024-02,Chiang Mai,1007.5450980392159,0.654414015012111,0.12163415533036916
2024-02,Mae Hong Son,503.8549019607842,0.6705540125270202,0.12923043096636638
2024-02,Nan,1061.9960784313723,0.6616723484316849,0.13392385105921825
2024-02,Uttaradit,352.16470588235296,0.6016225060966668,0.07823940628102159
2024-03,Chiang Mai,4392.7137254901945,0.6046550762624002,0.0995333085399881
2024-03,Mae Hong Son,4771.529411764707,0.5832397017318068,0.07089282748096966
2024-03,Nan,2098.5372549019617,0.6377304121045323,0.12328992614160819
2024-03,Uttaradit,918.2509803921571,0.561857435457064,0.05070588406736182
2024-04,Chiang Mai,3470.96862745098,0.629179730585255,0.11658869141321176
2024-04,Mae Hong Son,3640.682352941177,0.6125493587526312,0.11256588777044094
2024-04,Nan,1397.7411764705885,0.6640276131000555,0.14563576841201067
2024-04,Uttaradit,883.7568627450983,0.542563145354307,0.04491811773005752
2024-05,Chiang Mai,881.3960784313726,0.5721110025549451,0.1653557604103308
2024-05,Mae Hong Son,225.4627450980392,0.501287720319123,0.16282949432406
2024-05,Nan,842.0941176470589,0.5214671116024838,0.1960194636397922
2024-05,Uttaradit,222.92156862745097,0.49046843113671007,0.13869326825167191
